Abbrev,Location,DomainID,DomainName,Lat,Long
CTBA,Barkhamsted,1,Northeast,41.9123,-72.9884
CTEW,Edwin Way Teale Trail Wood,1,Northeast,41.7966,-71.9274
CTGS,Greenwich-Stamford,1,Northeast,41.0826,-73.6138
CTHA,Hartford,1,Northeast,41.766,-72.6727
CTLH,Litchfield Hills,1,Northeast,41.7703,-73.2724
CTLS,Lakeville-Sharon,1,Northeast,41.9449,-73.4399
CTNH,New Haven,1,Northeast,41.3007,-72.9323
CTNL,New London,1,Northeast,41.3236,-72.1007
CTOL,Old Lyme-Saybrook,1,Northeast,41.2924,-72.427
CTOX,Oxford,1,Northeast,41.4,-73.1411
CTQV,Quinnipiac Valley,1,Northeast,41.4747,-72.7273
CTSM,Stratford-Milford,1,Northeast,41.1742,-73.1099
CTSR,Salmon River,1,Northeast,41.5533,-72.4485
CTST,Storrs,1,Northeast,41.8116,-72.2497
CTWE,Westport,1,Northeast,41.164,-73.358
CTWR,Woodbury-Roxbury,1,Northeast,41.5352,-73.2791
MAAT,Athol,1,Northeast,42.5944,-72.2203
MABB,Buzzards Bay,1,Northeast,41.6517,-70.6206
MACA,Cape Ann,1,Northeast,42.6112,-70.73
MACB,Central Berkshire,1,Northeast,42.4086,-73.2537
MACC,Cape Cod,1,Northeast,41.7207,-69.9968
MACO,Concord,1,Northeast,42.4333,-71.4333
MAGB,Greater Boston,1,Northeast,42.3973,-71.0955
MAGR,Greenfield,1,Northeast,42.5879,-72.6002
MAMC,Mid-Cape Cod,1,Northeast,41.7004,-70.3002
MAMI,Millis,1,Northeast,42.1675,-71.3572
MANB,Northern Berkshire,1,Northeast,42.6442,-73.1937
MANE,Newburyport,1,Northeast,42.7398,-70.8987
MANO,Northampton,1,Northeast,42.3439,-72.6028
MAPL,Plymouth,1,Northeast,41.8733,-70.6012
MAQB,Quabbin,1,Northeast,42.3712,-72.2783
MAQU,Quincy,1,Northeast,42.2167,-70.9333
MASP,Springfield,1,Northeast,42.1294,-72.5089
MATM,Taunton-Middleboro,1,Northeast,41.8691,-71.0324
MAUX,Uxbridge,1,Northeast,42.0671,-71.666
MAWE,Westminster,1,Northeast,42.5167,-71.9333
MAWO,Worcester,1,Northeast,42.3238,-71.7937
MDOA,Oakland,1,Northeast,39.4936,-79.3658
MEAU,Augusta,1,Northeast,44.3072,-69.7817
MEBB,Bangor-Bucksport,1,Northeast,44.7005,-68.7861
MEBK,Biddeford-Kennebunkport,1,Northeast,43.4434,-70.4788
MECA,Calais,1,Northeast,44.9496,-67.1788
MEDF,Dover-Foxcroft,1,Northeast,45.1607,-69.2323
MEFA,Farmington,1,Northeast,44.7031,-70.1631
MELA,Lewiston-Auburn,1,Northeast,44.1051,-70.2035
MEMB,Machias Bay,1,Northeast,44.6669,-67.3285
MEMT,Misery Township,1,Northeast,45.4407,-69.9318
MEOO,Orono-Old Town,1,Northeast,44.9052,-68.6839
MEPA,Greater Portland,1,Northeast,43.5858,-70.2242
MEPI,Presque Isle,1,Northeast,46.6812,-68.0155
MESW,Sweden,1,Northeast,44.0725,-70.819
METR,Thomaston-Rockland,1,Northeast,44.0815,-69.1684
MEWA,Waterville,1,Northeast,44.5641,-69.6631
MEYC,York County,1,Northeast,43.1811,-70.6268
NHBV,Baker Valley,1,Northeast,43.8438,-71.8897
NHCN,Concord,1,Northeast,43.2192,-71.5375
NHCS,Coastal New Hampshire,1,Northeast,42.9833,-70.8333
NHEU,Errol-Umbagog,1,Northeast,44.7811,-71.1379
NHHN,Hanover-Norwich,1,Northeast,43.7167,-72.2333
NHKE,Keene,1,Northeast,42.9303,-72.3123
NHLD,Lee-Durham,1,Northeast,43.1667,-70.9833
NHLN,Laconia-New Hampton,1,Northeast,43.5548,-71.5194
NHLT,Littleton,1,Northeast,44.2667,-71.75
NHNH,Nashua-Hollis,1,Northeast,42.8049,-71.5462
NHPH,Peterborough-Hancock,1,Northeast,42.9167,-71.9667
NHPI,Pittsburg,1,Northeast,45.0889,-71.2888
NJBO,Boonton,1,Northeast,40.85,-74.3833
NJGS,Great Swamp-Watchung Ridges,1,Northeast,40.6983,-74.4017
NJHR,Hackensack-Ridgewood,1,Northeast,40.9351,-74.0292
NJNH,Northwestern Hunterdon County,1,Northeast,40.6365,-74.9098
NJRA,Ramsey,1,Northeast,41.0935,-74.2541
NJRE,Raritan Estuary,1,Northeast,40.5167,-74.35
NJSO,Somerset County,1,Northeast,40.5823,-74.622
NJSU,Sussex County,1,Northeast,41.1186,-74.6385
NJWV,Walnut Valley,1,Northeast,40.976,-75.0226
NYAC,Albany County,1,Northeast,42.5046,-73.898
NYBI,Binghamton,1,Northeast,42.1541,-75.9647
NYBM,Beaver Meadow,1,Northeast,42.6757,-78.3721
NYBU,Buffalo,1,Northeast,43.0016,-78.9651
NYBW,Bronx-Westchester Region,1,Northeast,40.9117,-73.7825
NYCH,Conesus-Hemlock-Honeoye Lakes,1,Northeast,42.7776,-77.6161
NYCL,Clinton,1,Northeast,43.0825,-75.3249
NYCR,Cortland,1,Northeast,42.6735,-76.2685
NYCT,Catskill-Coxsackie,1,Northeast,42.2871,-73.8823
NYDC,Dutchess County,1,Northeast,41.687,-73.7933
NYEL,Elmira,1,Northeast,42.1397,-76.8307
NYEO,Eastern Orange County,1,Northeast,41.4811,-74.1473
NYEZ,Elizabethtown,1,Northeast,44.2151,-73.5951
NYFP,Fort Plain,1,Northeast,42.9316,-74.6247
NYFR,Dunkirk-Fredonia,1,Northeast,42.4327,-79.2756
NYGE,Geneva,1,Northeast,42.8667,-76.9833
NYHE,Hamburg-East Aurora,1,Northeast,42.7223,-78.7445
NYHF,Hudson Falls,1,Northeast,43.2964,-73.6166
NYHV,Pawling (Hidden Valley),1,Northeast,41.5377,-73.577
NYIT,Ithaca,1,Northeast,42.4532,-76.4293
NYJA,Jamestown,1,Northeast,42.1095,-79.2284
NYJG,Johnstown-Gloversville,1,Northeast,43.0915,-74.3832
NYLS,Letchworth-Silver Lake,1,Northeast,42.7487,-78.0057
NYMC,Massena-Cornwall,1,Northeast,44.9656,-74.8925
NYML,Mohonk Lake-Ashokan Reservoir,1,Northeast,41.8516,-74.1292
NYMT,Monticello,1,Northeast,41.5678,-74.6321
NYMZ,Montezuma,1,Northeast,43.0029,-76.731
NYOD,Oneida,1,Northeast,43.0957,-75.6522
NYOF,Old Forge,1,Northeast,43.7333,-74.95
NYOO,Oak Orchard Swamp,1,Northeast,43.1305,-78.3905
NYOS,Oswego-Fulton,1,Northeast,43.3983,-76.4742
NYOT,Oneonta,1,Northeast,42.55,-74.95
NYOW,Owego,1,Northeast,42.1168,-76.35
NYPC,Putnam County,1,Northeast,41.399,-73.8022
NYPE,Peekskill,1,Northeast,41.25,-73.85
NYPL,Plattsburgh,1,Northeast,44.6496,-73.4737
NYRC,Rockland County,1,Northeast,41.148,-73.9895
NYRH,Rochester,1,Northeast,43.2232,-77.6413
NYSA,Salem,1,Northeast,43.1352,-73.4134
NYSB,St. Bonaventure,1,Northeast,42.1082,-78.4844
NYSH,Sherburne,1,Northeast,42.6782,-75.4989
NYSK,Skaneateles,1,Northeast,42.9488,-76.4124
NYSL,Saranac Lake,1,Northeast,44.3167,-74.073
NYSO,Scio,1,Northeast,42.1668,-78.0667
NYSR,Southern Rensselaer County,1,Northeast,42.6157,-73.6379
NYST,Schenectady,1,Northeast,42.7449,-73.9268
NYSY,Syracuse,1,Northeast,43.1,-76.0833
NYTR,Troy,1,Northeast,42.8333,-73.6568
NYWA,Watertown,1,Northeast,44.0071,-75.9843
NYWG,Watkins Glen,1,Northeast,42.3806,-76.8735
PABC,Buffalo Creek Valley,1,Northeast,40.7345,-79.6782
PABE,Bald Eagle S.P.,1,Northeast,41.0149,-77.6605
PABH,Bethlehem-Easton,1,Northeast,40.6184,-75.3169
PABL,Bloomsburg,1,Northeast,41.0629,-76.546
PABU,Butler County,1,Northeast,40.9811,-80.0714
PABV,Beaver,1,Northeast,40.7318,-80.3554
PACL,Clarksville,1,Northeast,39.9304,-80.0595
PACR,Clarion,1,Northeast,41.1819,-79.4565
PADA,Dallas Area,1,Northeast,41.3167,-75.9833
PAER,Erie,1,Northeast,42.0833,-80.0333
PAHM,Hamburg,1,Northeast,40.5994,-75.9269
PAIN,Indiana,1,Northeast,40.615,-79.1408
PAJO,Johnstown,1,Northeast,40.1041,-78.9673
PALG,Lewisburg,1,Northeast,40.9397,-76.9841
PALH,Lock Haven-Jersey Shore,1,Northeast,41.1334,-77.3667
PALN,Linesville,1,Northeast,41.6028,-80.4296
PALV,Lehigh Valley,1,Northeast,40.5479,-75.6059
PAMA,Mansfield-Wellsboro,1,Northeast,41.7731,-77.201
PAPI,Pittsburgh,1,Northeast,40.5091,-79.9703
PAPL,Pleasantville,1,Northeast,41.5347,-79.5638
PAPM,Pocono Mountain,1,Northeast,41.005,-75.2797
PARC,Raccoon Creek S.P.,1,Northeast,40.5,-80.4167
PART,Rector,1,Northeast,40.1613,-79.2418
PASB,Southeastern Bradford County,1,Northeast,41.7033,-76.2747
PASC,State College,1,Northeast,40.8,-77.8
PASR,Scranton,1,Northeast,41.4081,-75.6623
PAWI,Williamsport,1,Northeast,41.2501,-76.9355
PAWL,Wild Creek-Little Gap,1,Northeast,40.85,-75.4981
PAWM,White Mills,1,Northeast,41.5265,-75.2039
PAWR,Warren,1,Northeast,41.8438,-79.145
PAWS,Washington,1,Northeast,40.1288,-80.2099
RINC,Newport County-Westport,1,Northeast,41.5369,-71.1566
RISK,South Kingstown,1,Northeast,41.4295,-71.5588
VTBE,Bennington,1,Northeast,42.8892,-73.2155
VTBR,Brattleboro,1,Northeast,42.8561,-72.6606
VTBU,Burlington,1,Northeast,44.4769,-73.2213
VTCS,Champlain Islands-St. Albans,1,Northeast,44.817,-73.2492
VTFE,Ferrisburg,1,Northeast,44.1833,-73.3023
VTIP,Island Pond,1,Northeast,44.8136,-71.8508
VTPL,Plainfield,1,Northeast,44.2789,-72.438
VTRU,Rutland,1,Northeast,43.6041,-73.0145
VTSP,Springfield,1,Northeast,43.3328,-72.5257
VTSR,Saxton's River,1,Northeast,43.1008,-72.5414
VTWI,Winhall,1,Northeast,43.1858,-72.8719
VTWO,Woodstock,1,Northeast,43.615,-72.6503
WVMO,Morgantown,1,Northeast,39.6438,-79.92
WVOH,Oak Hill,1,Northeast,38.003,-81.16
WVWH,Wheeling,1,Northeast,40.0966,-80.6618
NYBR,L.I.: Brooklyn,1,Northeast,40.616,-73.9448
NYCA,L.I.: Captree,1,Northeast,40.7038,-73.2493
NYCS,L.I.: Central Suffolk County,1,Northeast,40.8333,-72.7838
NYNN,L.I.: Northern Nassau County,1,Northeast,40.866,-73.5938
NYOR,L.I.: Orient,1,Northeast,41.0972,-72.3369
NYQU,L.I.: Queens,1,Northeast,40.6932,-73.7448
NYQW,L.I.: Quogue-Watermill,1,Northeast,40.8591,-72.4524
NYSM,L.I.: Smithtown,1,Northeast,40.9133,-73.1386
NYSN,L.I.: Southern Nassau County,1,Northeast,40.6298,-73.5907
DCDC,Washington,2,Mid Atlantic,38.8674,-77.0685
DEBH,Bombay Hook N.W.R.,2,Mid Atlantic,39.2152,-75.4822
DECH,Cape Henlopen-Prime Hook,2,Mid Atlantic,38.8072,-75.1878
DEMI,Middletown,2,Mid Atlantic,39.4753,-75.6347
DERE,Rehoboth,2,Mid Atlantic,38.6035,-75.1073
DESN,Seaford-Nanticoke,2,Mid Atlantic,38.5845,-75.5739
DEWI,Wilmington,2,Mid Atlantic,39.745,-75.6399
GAAH,Athens,2,Mid Atlantic,33.9305,-83.3812
GAAL,Atlanta,2,Mid Atlantic,33.9667,-84.6667
GAMA,Macon,2,Mid Atlantic,32.8321,-83.6663
GAPC,Peachtree City,2,Mid Atlantic,33.3468,-84.6231
GAPR,Piedmont N.W.R.-Rum Creek W.M.A.,2,Mid Atlantic,33.0936,-83.747
MDAC,Allegany County,2,Mid Atlantic,39.5916,-78.6929
MDAG,Annapolis-Gibson Island,2,Mid Atlantic,39.0033,-76.5065
MDBH,Baltimore Harbor,2,Mid Atlantic,39.2661,-76.4911
MDBO,Bowie,2,Mid Atlantic,38.9927,-76.7852
MDCM,Catoctin Mountain,2,Mid Atlantic,39.6195,-77.4095
MDCR,Crisfield,2,Mid Atlantic,38.0298,-75.7577
MDDE,Denton,2,Mid Atlantic,38.9055,-75.835
MDEL,Elkton,2,Mid Atlantic,39.5333,-75.9424
MDJB,Jug Bay,2,Mid Atlantic,38.7532,-76.6415
MDLK,Lower Kent County,2,Mid Atlantic,39.1427,-76.1921
MDOC,Ocean City,2,Mid Atlantic,38.3128,-75.2122
MDPT,Port Tobacco,2,Mid Atlantic,38.4833,-77.0333
MDRR,Rock Run,2,Mid Atlantic,39.6041,-76.167
MDSA,Salisbury,2,Mid Atlantic,38.3333,-75.7333
MDSD,Southern Dorchester County,2,Mid Atlantic,38.3617,-76.0371
MDSE,Seneca,2,Mid Atlantic,39.0671,-77.3285
MDSM,Sugarloaf Mountain,2,Mid Atlantic,39.2841,-77.392
MDTR,Triadelphia Reservoir,2,Mid Atlantic,39.1605,-76.9885
MDWC,Washington County,2,Mid Atlantic,39.5656,-77.7308
NCCP,Chapel Hill,2,Mid Atlantic,35.9131,-79.0558
NCCR,Charlotte,2,Mid Atlantic,35.1765,-80.8759
NCDU,Durham,2,Mid Atlantic,36.0868,-78.8907
NCGR,Greensboro,2,Mid Atlantic,36.1163,-79.837
NCIC,Iredell County,2,Mid Atlantic,35.8967,-80.8997
NCJL,Jordan Lake,2,Mid Atlantic,35.695,-79.0433
NCMA,Mattamuskeet N.W.R.,2,Mid Atlantic,35.45,-76.1333
NCMC,Morehead City,2,Mid Atlantic,34.759,-76.7094
NCPC,Pamlico County,2,Mid Atlantic,35.1435,-76.6526
NCPE,Pettigrew S.P.,2,Mid Atlantic,35.7667,-76.45
NCRA,Raleigh,2,Mid Atlantic,35.7622,-78.6593
NCRK,Roanoke Rapids,2,Mid Atlantic,36.4025,-77.5651
NCRV,Raven Rock S.P.,2,Mid Atlantic,35.4095,-78.818
NCSB,Southport-Bald Head-Oak Islands,2,Mid Atlantic,33.9388,-78.0265
NCSP,Southern Pines,2,Mid Atlantic,35.2167,-79.3167
NCWI,Wilmington,2,Mid Atlantic,34.1401,-77.8936
NCWS,Winston-Salem,2,Mid Atlantic,36.084,-80.3067
NJAS,Assunpink,2,Mid Atlantic,40.16,-74.4242
NJCC,Cumberland County,2,Mid Atlantic,39.3325,-75.2004
NJCM,Cape May,2,Mid Atlantic,39.0123,-74.8778
NJEL,Elmer,2,Mid Atlantic,39.5834,-75.1428
NJLA,Lakehurst,2,Mid Atlantic,40.0159,-74.1451
NJLB,Long Branch,2,Mid Atlantic,40.2502,-74.0554
NJMA,Marmora,2,Mid Atlantic,39.2647,-74.6472
NJNG,Northwestern Gloucester County,2,Mid Atlantic,39.7727,-75.2442
NJOC,Oceanville,2,Mid Atlantic,39.4422,-74.4605
NJPI,Pinelands,2,Mid Atlantic,39.7701,-74.7391
NJPR,Princeton,2,Mid Atlantic,40.341,-74.6649
NJSA,Salem,2,Mid Atlantic,39.614,-75.4142
NJTM,Trenton Marshes,2,Mid Atlantic,40.1918,-74.7276
NJTU,Tuckerton,2,Mid Atlantic,39.6,-74.35
PAAU,Audubon,2,Mid Atlantic,40.1341,-75.426
PABN,Bernville,2,Mid Atlantic,40.4148,-76.1492
PACB,Central Bucks County,2,Mid Atlantic,40.3102,-75.1017
PACH,Chambersburg,2,Mid Atlantic,39.9,-77.5834
PACU,Culp,2,Mid Atlantic,40.5804,-78.2606
PAEL,Elverson,2,Mid Atlantic,40.1334,-75.7667
PAGE,Gettysburg,2,Mid Atlantic,39.8304,-77.3177
PAGL,Delaware County (Glenolden),2,Mid Atlantic,39.8992,-75.3729
PAHR,Harrisburg,2,Mid Atlantic,40.234,-76.9349
PAHU,Huntingdon,2,Mid Atlantic,40.5664,-77.9385
PALA,Lancaster,2,Mid Atlantic,39.9921,-76.3614
PALB,Southern Bucks County,2,Mid Atlantic,40.1765,-74.8971
PALC,Lebanon County,2,Mid Atlantic,40.3801,-76.5344
PALT,Lewistown,2,Mid Atlantic,40.5472,-77.3671
PALZ,Lititz,2,Mid Atlantic,40.2261,-76.3024
PANB,New Bloomfield,2,Mid Atlantic,40.4002,-77.15
PAPV,Pennypack Valley,2,Mid Atlantic,40.066,-75.0412
PARD,Reading,2,Mid Atlantic,40.3667,-75.8667
PASL,Southern Lancaster County,2,Mid Atlantic,39.8172,-76.1698
PAUB,Upper Bucks County,2,Mid Atlantic,40.4036,-75.365
PAWC,West Chester,2,Mid Atlantic,39.96,-75.6047
PAWY,Wyncote,2,Mid Atlantic,40.1223,-75.128
SCCL,Clemson,2,Mid Atlantic,34.6346,-82.8365
SCCO,Columbia,2,Mid Atlantic,33.93,-80.9214
SCCS,Carolina Sandhills N.W.R.,2,Mid Atlantic,34.5041,-80.2249
SCLC,Long Cane,2,Mid Atlantic,34,-82.3333
SCPD,Pee Dee Area,2,Mid Atlantic,34.2158,-79.7379
SCSP,Spartanburg,2,Mid Atlantic,34.9,-81.95
VAAC,Augusta County,2,Mid Atlantic,38.2046,-78.9913
VABB,Back Bay N.W.R.,2,Mid Atlantic,36.65,-76
VABF,Big Flat Mountain,2,Mid Atlantic,38.1698,-78.7263
VABK,Brooke,2,Mid Atlantic,38.3703,-77.3287
VABR,Banister River W.M.A.,2,Mid Atlantic,36.7327,-78.8101
VACA,Charlottesville,2,Mid Atlantic,38.0668,-78.5667
VACC,Cape Charles,2,Mid Atlantic,37.1899,-75.941
VACN,Calmes Neck,2,Mid Atlantic,39.1242,-77.8913
VADA,Danville,2,Mid Atlantic,36.5852,-79.4233
VAGO,Gordonsville,2,Mid Atlantic,38.1427,-78.1893
VAHO,Hopewell,2,Mid Atlantic,37.367,-77.2842
VALA,Lake Anna,2,Mid Atlantic,38.085,-77.8139
VALC,Little Creek,2,Mid Atlantic,36.8508,-76.0994
VALE,Lexington,2,Mid Atlantic,37.848,-79.4769
VALY,Lynchburg,2,Mid Atlantic,37.3986,-79.1942
VAMA,Mathews,2,Mid Atlantic,37.4399,-76.3143
VAMB,Manassas-Bull Run,2,Mid Atlantic,38.8387,-77.4315
VANN,Newport News,2,Mid Atlantic,37.0799,-76.3956
VANS,Northern Shenandoah Valley,2,Mid Atlantic,39.0501,-78.1667
VARC,Rockingham County,2,Mid Atlantic,38.4318,-79.0394
VASL,Shenandoah N.P.-Luray,2,Mid Atlantic,38.5948,-78.4572
VAWI,Williamsburg,2,Mid Atlantic,37.2792,-76.6987
VAWP,Wachapreague,2,Mid Atlantic,37.6707,-75.6998
VAWR,Warren,2,Mid Atlantic,37.85,-78.55
VAWY,Waynesboro,2,Mid Atlantic,37.981,-78.955
WVCT,Charles Town,2,Mid Atlantic,39.3319,-77.8512
WVHC,Hampshire County,2,Mid Atlantic,39.3365,-78.5035
WVIN,Inwood,2,Mid Atlantic,39.4451,-78.1061
WVPC,Pendleton County,2,Mid Atlantic,38.6579,-79.3113
ALEU,Eufaula N.W.R.,3,Southeast,31.9939,-85.0886
ALGS,Gulf Shores,3,Southeast,30.3167,-87.6333
FLBC,Bay County,3,Southeast,30.1851,-85.6719
FLBO,Brooksville,3,Southeast,28.548,-82.3245
FLCK,Cedar Key,3,Southeast,29.1942,-83.0149
FLCR,Crystal River,3,Southeast,28.8712,-82.5776
FLEC,Econlockhatchee,3,Southeast,28.7094,-81.1467
FLFM,Fort Myers,3,Southeast,26.5551,-81.9906
FLFP,Fort Pierce,3,Southeast,27.4177,-80.3828
FLGA,Gainesville,3,Southeast,29.6027,-82.3127
FLJA,Jacksonville,3,Southeast,30.4152,-81.4877
FLKV,Kissimmee Valley,3,Southeast,28.2062,-81.3936
FLLA,Lakeland,3,Southeast,28.0261,-81.8507
FLLP,Lake Placid,3,Southeast,27.2601,-81.3441
FLLW,Lake Wales,3,Southeast,27.8939,-81.5189
FLMR,Myakka River S.P.,3,Southeast,27.233,-82.236
FLNP,North Pinellas,3,Southeast,28.0672,-82.7388
FLPI,Ponce Inlet,3,Southeast,29.0623,-81.0073
FLPR,Peace River,3,Southeast,26.9243,-82.0474
FLPS,Port St. Joe,3,Southeast,29.7703,-85.2986
FLSA,St. Augustine,3,Southeast,29.9333,-81.3162
FLSM,St. Marks,3,Southeast,30.1536,-84.2227
FLSP,St. Petersburg,3,Southeast,27.7991,-82.6794
FLSR,Sarasota,3,Southeast,27.2988,-82.4976
FLTA,Tampa,3,Southeast,28.0107,-82.4595
FLVE,Venice-Englewood,3,Southeast,27.0048,-82.3793
FLWV,West Volusia County,3,Southeast,29.0543,-81.3039
FLZE,Zellwood-Mount Dora,3,Southeast,28.7309,-81.6062
GAAB,Albany,3,Southeast,31.4333,-84.4167
GAAU,Augusta,3,Southeast,33.4393,-82.0239
GABL,Bainbridge-Lake Seminole,3,Southeast,30.885,-84.6315
GADU,Dublin,3,Southeast,32.6297,-82.9239
GAHN,Harris Neck N.W.R.,3,Southeast,31.6837,-81.294
GAOK,Okefenokee N.W.R.,3,Southeast,30.8001,-82.1333
GASI,Sapelo Island,3,Southeast,31.45,-81.2333
LABR,Baton Rouge,3,Southeast,30.3661,-91.1194
LACR,Creole,3,Southeast,29.8159,-93.1113
LAJB,Johnsons Bayou,3,Southeast,29.801,-93.7149
LALA,Lafayette,3,Southeast,30.1901,-92.1042
LANO,New Orleans,3,Southeast,30.0236,-89.9167
LAPP,Pine Prairie,3,Southeast,30.7643,-92.3765
LARB,Reserve-Bonnet Carre Spillway,3,Southeast,30.0867,-90.4711
LASA,Sabine N.W.R.,3,Southeast,29.8545,-93.3892
LAST,St. Tammany Parish,3,Southeast,30.4211,-90.0886
MSHA,Hattiesburg,3,Southeast,31.2903,-89.3133
MSJC,Jackson County,3,Southeast,30.4366,-88.7119
MSSH,Southern Hancock County,3,Southeast,30.2906,-89.5034
SCAI,Aiken,3,Southeast,33.5636,-81.6179
SCCA,Charleston,3,Southeast,32.9333,-79.7
SCLP,Litchfield-Pawleys Island,3,Southeast,33.4908,-79.0904
SCMC,McClellanville,3,Southeast,33.1003,-79.4037
SCSR,Savannah River Site,3,Southeast,33.2,-81.6167
TXAR,Aransas N.W.R.,3,Southeast,28.2333,-96.8833
TXAY,Armand Bayou,3,Southeast,29.5498,-95.0489
TXBE,Beech Creek,3,Southeast,30.7667,-94.2
TXBF,Buffalo Bayou,3,Southeast,29.7715,-95.5699
TXBP,Bolivar Peninsula,3,Southeast,29.5504,-94.4668
TXBZ,Brazos Bend,3,Southeast,29.3734,-95.6688
TXCY,Cypress Creek,3,Southeast,29.9561,-95.89
TXFR,Freeport,3,Southeast,29.0172,-95.3551
TXHO,Houston,3,Southeast,29.7497,-94.9492
TXOR,Old River,3,Southeast,29.8667,-94.7333
TXSB,San Bernard N.W.R.,3,Southeast,28.8667,-95.5667
TXSC,Spring Creek,3,Southeast,30.1268,-95.4432
TXTC,Turkey Creek,3,Southeast,30.5168,-94.3167
FLCE,Coot Bay-Everglades N.P.,4,Atlantic Neotropical,25.141,-80.9582
FLCS,Corkscrew Swamp Sanctuary,4,Atlantic Neotropical,26.3666,-81.5217
FLDC,Dade County,4,Atlantic Neotropical,25.8402,-80.1883
FLFL,Fort Lauderdale,4,Atlantic Neotropical,26.136,-80.2191
FLNA,Naples,4,Atlantic Neotropical,26.1278,-81.7645
FLWP,West Palm Beach,4,Atlantic Neotropical,26.5672,-80.127
ILCL,Chicago Lakefront,5,Great Lakes,41.8823,-87.5854
ILCR,Calumet City-Sand Ridge,5,Great Lakes,41.6155,-87.5395
ILCU,Chicago (urban),5,Great Lakes,41.9099,-87.7263
ILEN,Evanston (north shore),5,Great Lakes,42.1379,-87.7882
ILLA,Lisle Arboretum,5,Great Lakes,41.7518,-87.9738
ILTC,Thorn Creek-Park Forest,5,Great Lakes,41.4563,-87.725
INFW,Fort Wayne,5,Great Lakes,41.1998,-85.1328
INID,Indiana Dunes National Lakeshore,5,Great Lakes,41.6629,-87.0096
INNL,Northeast LaPorte County,5,Great Lakes,41.6776,-86.6684
INPK,Pokagon,5,Great Lakes,41.6344,-84.9701
INPR,Pigeon River State Fish & Wildlife Area,5,Great Lakes,41.6418,-85.2771
INSB,South Bend,5,Great Lakes,41.6764,-86.252
INSC,Southern Lake County,5,Great Lakes,41.32,-87.3098
INSL,Southeast LaPorte County,5,Great Lakes,41.4667,-86.6333
INTI,Tippecanoe,5,Great Lakes,41.3237,-85.7887
INWS,Willow Slough-Iroquois Preserves,5,Great Lakes,40.9819,-87.4894
MIAA,Ann Arbor,5,Great Lakes,42.3172,-83.7781
MIAB,Anchor Bay,5,Great Lakes,42.6273,-82.6647
MIAG,Allegan State Game Area,5,Great Lakes,42.5498,-86.0054
MIAP,Alpena,5,Great Lakes,45.071,-83.4578
MIBE,Beulah,5,Great Lakes,44.6334,-86.1283
MIBS,Berrien Springs,5,Great Lakes,42.0167,-86.4167
MIBT,Battle Creek,5,Great Lakes,42.3767,-85.2795
MICO,Coloma,5,Great Lakes,42.2148,-86.3013
MIDE,Detroit,5,Great Lakes,42.7213,-83.551
MIDO,Dowagiac,5,Great Lakes,41.9667,-86.0833
MIDR,Detroit River,5,Great Lakes,42.3447,-83.1132
MIEL,East Lansing,5,Great Lakes,42.766,-84.4935
MIFL,Flint,5,Great Lakes,42.8615,-83.8475
MIGC,Genesee County,5,Great Lakes,43.106,-83.6173
MIGR,Grand Rapids,5,Great Lakes,43.0005,-85.472
MIHA,Hartland,5,Great Lakes,42.6305,-83.8364
MIHC,Houghton County,5,Great Lakes,47.0667,-88.5
MIHH,Higgins Lake-Houghton Lake,5,Great Lakes,44.4213,-84.6842
MIHU,Hudsonville,5,Great Lakes,42.8924,-86.0608
MIIR,Iron River,5,Great Lakes,46.0924,-88.6425
MIKA,Kalamazoo,5,Great Lakes,42.2963,-85.6482
MILC,Lapeer County,5,Great Lakes,43.0014,-83.2428
MILU,Ludington,5,Great Lakes,43.9561,-86.4153
MIMI,Midland,5,Great Lakes,43.5667,-84.25
MIMP,Mount Pleasant,5,Great Lakes,43.6256,-84.8484
MIMQ,Marquette,5,Great Lakes,46.5439,-87.3963
MIMU,Muskegon,5,Great Lakes,43.2167,-86.25
MINB,New Buffalo,5,Great Lakes,41.8133,-86.6167
MINI,Niles,5,Great Lakes,41.8274,-86.2832
MIPE,Petoskey,5,Great Lakes,45.3701,-84.9709
MIPH,Port Huron,5,Great Lakes,42.9347,-82.5215
MIPO,Pontiac,5,Great Lakes,42.7899,-83.2459
MIRC,Rogers City,5,Great Lakes,45.4,-83.9
MIRO,Rockwood,5,Great Lakes,42.0684,-83.2499
MISE,Seney N.W.R.,5,Great Lakes,46.25,-85.9667
MITC,Traverse City,5,Great Lakes,44.7154,-85.5364
MIWA,Waterloo State Recreation Area,5,Great Lakes,42.3245,-84.2097
MIWM,Western Macomb County,5,Great Lakes,42.7008,-82.9533
MNAR,Aurora,5,Great Lakes,47.49,-92.2123
