Abbrev,Location,DomainID,DomainName,Lat,Long
COPR,Pueblo Reservoir,10,Central Plains,38.2557,-104.7756
COPU,Pueblo,10,Central Plains,38.1713,-104.5208
CORA,Rawhide Energy Station,10,Central Plains,40.8628,-105.1431
COWF,Weldona-Fort Morgan,10,Central Plains,40.3422,-103.8568
KSCI,Cimarron National Grassland,10,Central Plains,37.1104,-101.8537
KSDC,Dodge City,10,Central Plains,37.7777,-100.01
KSQU,Quivira N.W.R.,10,Central Plains,38.15,-98.4833
NECL,Calamus-Loup,10,Central Plains,41.35,-99.2667
OKAN,Arnett,10,Central Plains,36.0569,-99.8103
OKKE,Kenton (Black Mesa),10,Central Plains,36.9033,-102.8912
TXAM,Amarillo,10,Central Plains,35.0196,-101.7197
TXLE,Lake Meredith (east),10,Central Plains,35.6833,-101.6167
TXLW,Lake Meredith (west),10,Central Plains,35.5168,-101.7833
TXMU,Muleshoe N.W.R.,10,Central Plains,33.9563,-102.7783
TXQU,Quitaque,10,Central Plains,34.4346,-101.0739
WYCH,Cheyenne,10,Central Plains,41.1402,-104.8202
KSAC,Arkansas City,11,Southern Plains,37.0382,-97.0393
KSUW,Udall-Winfield,11,Southern Plains,37.2647,-96.9756
OKNO,Norman,11,Southern Plains,35.2655,-97.3767
OKOC,Oklahoma City,11,Southern Plains,35.5368,-97.5834
OKSC,Stephens County,11,Southern Plains,34.5667,-97.7833
OKSP,Salt Plains N.W.R.,11,Southern Plains,36.785,-98.1789
OKST,Stillwater,11,Southern Plains,36.1452,-97.1765
OKWA,Washita N.W.R.,11,Southern Plains,35.6495,-99.2797
OKWM,Wichita Mountains Wildlife Refuge,11,Southern Plains,34.7333,-98.6667
TXAB,Abilene,11,Southern Plains,32.3501,-99.7502
TXAP,Attwater Prairie Chicken N.W.R.,11,Southern Plains,29.6344,-96.3667
TXAU,Austin,11,Southern Plains,30.1834,-97.698
TXAZ,Anzalduas-Bentsen,11,Southern Plains,26.2235,-98.3944
TXBB,Bastrop-Buescher State Parks,11,Southern Plains,30.0866,-97.2484
TXBN,Burnet County,11,Southern Plains,30.7514,-98.275
TXBO,Boerne,11,Southern Plains,29.8666,-98.7901
TXBS,Big Spring,11,Southern Plains,32.2391,-101.4162
TXBU,Bell County,11,Southern Plains,30.9667,-97.45
TXCC,Corpus Christi,11,Southern Plains,27.8334,-97.5833
TXCF,Corpus Christi (Flour Bluff),11,Southern Plains,27.6584,-97.2938
TXCO,Comstock,11,Southern Plains,29.7104,-101.2531
TXCR,Crawford,11,Southern Plains,31.556,-97.3556
TXCS,College Station,11,Southern Plains,30.593,-96.3175
TXDA,Dallas County,11,Southern Plains,32.8258,-96.8312
TXDR,Del Rio,11,Southern Plains,29.4651,-100.9585
TXFD,Falcon Dam and S.P.,11,Southern Plains,26.4967,-99.0884
TXFW,Fort Worth,11,Southern Plains,32.7661,-97.4715
TXGC,Gibbons Creek,11,Southern Plains,30.5833,-96
TXHA,Hagerman N.W.R.,11,Southern Plains,33.7807,-96.7444
TXHU,Huntsville,11,Southern Plains,30.7156,-95.552
TXKI,Kingsville,11,Southern Plains,27.4658,-97.8551
TXLK,Lake Tawakoni,11,Southern Plains,32.7667,-95.9167
TXLR,Lake Ray Hubbard,11,Southern Plains,32.9296,-96.5363
TXLS,La Sal Vieja,11,Southern Plains,26.4849,-97.9649
TXLV,Lewisville,11,Southern Plains,33.0301,-96.9929
TXMC,Mckinney,11,Southern Plains,33.1585,-96.6154
TXMI,Midland,11,Southern Plains,31.95,-102.0333
TXNA,Nacogdoches,11,Southern Plains,31.5332,-94.6563
TXNB,New Braunfels,11,Southern Plains,29.7035,-98.1249
TXPM,Palmetto S.P.,11,Southern Plains,29.5833,-97.5833
TXPP,Palo Pinto,11,Southern Plains,32.7578,-98.2933
TXPS,Palestine,11,Southern Plains,31.7624,-95.7664
TXSA,Santa Ana N.W.R.,11,Southern Plains,26.1492,-98.1917
TXSG,San Angelo,11,Southern Plains,31.4439,-100.4823
TXST,San Antonio,11,Southern Plains,29.3148,-98.608
TXTR,Trinidad,11,Southern Plains,32.15,-96.1
TXTT,Tenaha-Timpson,11,Southern Plains,31.961,-94.421
TXTY,Tyler,11,Southern Plains,32.2777,-95.2991
TXVI,Victoria,11,Southern Plains,28.8723,-97.0784
TXWA,Waco,11,Southern Plains,31.5194,-97.0451
TXWF,Wichita Falls,11,Southern Plains,33.8877,-98.6298
TXWW,Welder Wildlife Refuge,11,Southern Plains,28.1136,-97.4171
IDAF,American Falls Reservoir,12,Northern Rockies,42.9833,-112.7
IDIF,Idaho Falls,12,Northern Rockies,43.5172,-112.0596
IDIM,Indian Mountain,12,Northern Rockies,47.3833,-116.0833
IDPO,Pocatello,12,Northern Rockies,42.8676,-112.4301
IDRE,Rexburg,12,Northern Rockies,43.7973,-111.8578
IDSA,Salmon,12,Northern Rockies,45.1776,-113.8953
IDSP,Sandpoint,12,Northern Rockies,48.2749,-116.5624
MTBG,Bigfork,12,Northern Rockies,48.0952,-114.0888
MTBZ,Bozeman,12,Northern Rockies,45.6833,-111.0667
MTCC,Clark Canyon Dam,12,Northern Rockies,45.0016,-112.8579
MTEN,Ennis,12,Northern Rockies,45.4,-111.65
MTGF,Great Falls,12,Northern Rockies,47.4694,-111.3364
MTGL,Glacier N.P.,12,Northern Rockies,48.52,-113.9939
MTHA,Hamilton,12,Northern Rockies,46.2526,-114.1269
MTHE,Helena,12,Northern Rockies,46.6833,-111.9833
MTLI,Libby,12,Northern Rockies,48.3833,-115.4667
MTMI,Missoula,12,Northern Rockies,46.9132,-114.0343
MTPC,Park County,12,Northern Rockies,45.6394,-110.4874
MTST,Stevensville,12,Northern Rockies,46.513,-114.0922
MTTF,Three Forks,12,Northern Rockies,45.8451,-111.5552
MTTR,Troy,12,Northern Rockies,48.4636,-115.8893
MTWS,Warm Springs,12,Northern Rockies,46.2008,-112.859
MTYE,Yellowstone N.P.,12,Northern Rockies,45.0253,-110.7007
WYJH,Jackson Hole,12,Northern Rockies,43.5742,-110.7332
AZCV,Camp Verde,13,Southern Rockies_Colorado Plateau,34.5873,-111.7545
AZFL,Flagstaff-Mt. Elden,13,Southern Rockies_Colorado Plateau,35.241,-111.5976
AZJE,Jerome,13,Southern Rockies_Colorado Plateau,34.7398,-112.1238
AZML,Mormon Lake,13,Southern Rockies_Colorado Plateau,35,-111.45
AZPR,Prescott,13,Southern Rockies_Colorado Plateau,34.5419,-112.4701
AZPS,Pipe Spring N.M.,13,Southern Rockies_Colorado Plateau,36.8626,-112.7371
AZSE,Sedona,13,Southern Rockies_Colorado Plateau,34.8391,-111.8802
COAS,Aspen,13,Southern Rockies_Colorado Plateau,39.25,-106.9
COBF,Black Forest,13,Southern Rockies_Colorado Plateau,39.1167,-104.65
COBO,Boulder,13,Southern Rockies_Colorado Plateau,40.0256,-105.2725
COCS,Colorado Springs,13,Southern Rockies_Colorado Plateau,38.8022,-104.8167
CODC,Douglas County,13,Southern Rockies_Colorado Plateau,39.3717,-104.9622
CODE,Denver,13,Southern Rockies_Colorado Plateau,39.587,-105.143
CODU,Durango,13,Southern Rockies_Colorado Plateau,37.2001,-107.8119
COEI,Evergreen-Idaho Springs,13,Southern Rockies_Colorado Plateau,39.6765,-105.4264
COGJ,Grand Junction,13,Southern Rockies_Colorado Plateau,39.1208,-108.6081
COGU,Gunnison,13,Southern Rockies_Colorado Plateau,38.6064,-106.8856
COLI,Lake Isabel,13,Southern Rockies_Colorado Plateau,38.0132,-104.9235
COMV,Monte Vista N.W.R.,13,Southern Rockies_Colorado Plateau,37.4736,-106.0941
CONP,North Park,13,Southern Rockies_Colorado Plateau,40.5695,-106.1259
COPE,Penrose,13,Southern Rockies_Colorado Plateau,38.3907,-105.144
COPP,Pikes Peak,13,Southern Rockies_Colorado Plateau,38.9208,-104.9915
CORF,Roaring Fork River Valley,13,Southern Rockies_Colorado Plateau,39.4579,-107.2624
CORM,Rocky Mountain N.P.,13,Southern Rockies_Colorado Plateau,40.382,-105.536
COWE,Westcliffe,13,Southern Rockies_Colorado Plateau,38.1361,-105.4674
NMAL,Albuquerque,13,Southern Rockies_Colorado Plateau,35.1833,-106.6167
NMCC,Carlsbad Caverns N.P.,13,Southern Rockies_Colorado Plateau,32.1772,-104.5029
NMCL,Clayton,13,Southern Rockies_Colorado Plateau,36.5177,-103.2546
NMES,Espanola,13,Southern Rockies_Colorado Plateau,35.9905,-106.073
NMFA,Farmington,13,Southern Rockies_Colorado Plateau,36.7833,-108.102
NMGR,Gila River,13,Southern Rockies_Colorado Plateau,32.9152,-108.584
NMLV,Las Vegas,13,Southern Rockies_Colorado Plateau,35.595,-105.2152
NMSC,Silver City,13,Southern Rockies_Colorado Plateau,32.7381,-108.262
NMSF,Santa Fe,13,Southern Rockies_Colorado Plateau,35.6698,-105.9409
NMSM,Sandia Mountains,13,Southern Rockies_Colorado Plateau,35.1631,-106.3475
NMZU,Zuni,13,Southern Rockies_Colorado Plateau,35.0333,-108.8167
NVDG,Desert Game Range,13,Southern Rockies_Colorado Plateau,36.3276,-115.3125
NVHE,Henderson,13,Southern Rockies_Colorado Plateau,36.0833,-114.95
TXGM,Guadalupe Mountains,13,Southern Rockies_Colorado Plateau,31.8923,-104.8137
UTCC,Cedar City,13,Southern Rockies_Colorado Plateau,37.685,-113.111
UTDJ,Dinosaur N.M.-Jensen,13,Southern Rockies_Colorado Plateau,40.3698,-109.3456
UTKA,Kanab,13,Southern Rockies_Colorado Plateau,37.0334,-112.5167
UTMO,Moab,13,Southern Rockies_Colorado Plateau,38.5667,-109.45
UTPR,Provo,13,Southern Rockies_Colorado Plateau,40.2526,-111.6688
UTSG,St. George,13,Southern Rockies_Colorado Plateau,37.15,-113.6
UTZI,Zion N.P.,13,Southern Rockies_Colorado Plateau,37.2093,-112.9804
AZAH,Atascosa Highlands,14,Desert Southwest,31.4701,-111.1728
AZAV,Avra Valley,14,Desert Southwest,32.2501,-111.25
AZBA,Buenos Aires N.W.R.,14,Desert Southwest,31.5667,-111.45
AZGR,Gila River,14,Desert Southwest,33.3071,-112.6833
AZGV,Green Valley-Madera Canyon,14,Desert Southwest,31.7923,-110.9151
AZMY,Martinez Lake-Yuma,14,Desert Southwest,32.8884,-114.4623
AZNO,Nogales,14,Desert Southwest,31.4338,-110.9358
AZPA,Patagonia,14,Desert Southwest,31.4833,-110.6833
AZPO,Portal,14,Desert Southwest,31.9009,-109.1364
AZRC,Ramsey Canyon,14,Desert Southwest,31.4599,-110.2068
AZSC,Santa Catalina Mountains,14,Desert Southwest,32.3353,-110.7295
AZTV,Tucson Valley,14,Desert Southwest,32.3016,-110.9735
CAAB,Anza-Borrego Desert,14,Desert Southwest,33.2841,-116.3986
CABB,Big Bear Lake,14,Desert Southwest,34.2833,-116.9
CADV,Death Valley,14,Desert Southwest,36.4619,-116.8668
CAID,Idyllwild,14,Desert Southwest,33.7112,-116.7691
CAJT,Joshua Tree N.P.,14,Desert Southwest,34.0524,-116.0997
CAMV,Morongo Valley,14,Desert Southwest,34.0359,-116.5625
CARM,Redlands (Mill Creek),14,Desert Southwest,34.1025,-116.9999
CASH,Salton Sea (north),14,Desert Southwest,33.5179,-116.1031
CASL,San Jacinto Lake,14,Desert Southwest,33.8745,-117.1239
CASO,San Bernardino Valley,14,Desert Southwest,34.0852,-117.301
CASS,Salton Sea (south),14,Desert Southwest,33.1579,-115.6132
NMBD,Bosque del Apache N.W.R.,14,Desert Southwest,33.8051,-106.8907
NMCA,Caballo,14,Desert Southwest,32.953,-107.3122
NMLA,Lakes Avalon-Brantley,14,Desert Southwest,32.5661,-104.294
NMLC,Las Cruces,14,Desert Southwest,32.3,-106.7167
NMLO,Loving,14,Desert Southwest,32.291,-104.0667
NMRO,Roswell,14,Desert Southwest,33.4025,-104.4522
NMSE,Sevilleta N.W.R.,14,Desert Southwest,34.3167,-106.95
TXBA,Balmorhea,14,Desert Southwest,30.9858,-103.7459
TXBG,Big Bend N.P. (east),14,Desert Southwest,29.1826,-103.0444
TXCM,Chisos Mountains,14,Desert Southwest,29.2678,-103.2966
TXEP,El Paso,14,Desert Southwest,31.7828,-106.4798
TXHT,Hueco Tanks,14,Desert Southwest,31.8117,-106.0412
CABI,Bishop,15,Great Basin,37.3611,-118.4776
CAFR,Fall River Mills,15,Great Basin,41.0616,-121.4899
CAHL,Honey Lake,15,Great Basin,40.3434,-120.4229
CAML,Mono Lake,15,Great Basin,37.9561,-119.1201
CAMM,Mammoth Lakes,15,Great Basin,37.6333,-118.8667
CATL,Tule Lake,15,Great Basin,41.9465,-121.539
CAWO,Woodfords,15,Great Basin,38.7662,-119.8082
IDBO,Boise,15,Great Basin,43.6177,-116.1995
IDBR,Bruneau,15,Great Basin,42.9252,-115.858
IDHV,Hagerman Valley,15,Great Basin,42.8167,-114.9
IDMP,Moscow-Pullman,15,Great Basin,46.7311,-117.0396
IDNA,Nampa,15,Great Basin,43.568,-116.6729
IDRU,Rupert,15,Great Basin,42.6167,-113.65
IDSV,Sun Valley,15,Great Basin,43.3081,-114.067
IDTF,Twin Falls,15,Great Basin,42.5565,-114.4635
NVCC,Carson City,15,Great Basin,39.1766,-119.7332
NVEL,Elko,15,Great Basin,40.7426,-115.6987
NVFA,Fallon,15,Great Basin,39.3965,-118.773
NVRL,Ruby Lake,15,Great Basin,40.2,-115.5
NVTM,Truckee Meadows,15,Great Basin,39.4679,-119.8205
ORBA,Baker,15,Great Basin,44.8619,-117.8392
ORBC,Baker County-Salisbury,15,Great Basin,44.655,-117.8724
ORBE,Bend,15,Great Basin,44.0642,-121.3109
ORHM,Hart Mountain,15,Great Basin,42.4834,-119.7667
ORJD,John Day,15,Great Basin,44.4161,-118.9527
ORKF,Klamath Falls,15,Great Basin,42.1595,-121.7351
ORMA,Malheur N.W.R.,15,Great Basin,42.8998,-118.8798
ORSU,Summer Lake,15,Great Basin,42.9731,-120.7778
ORUC,Union County,15,Great Basin,45.25,-117.8833
ORUM,Umatilla County,15,Great Basin,45.6,-118.6667
ORUT,Utopia,15,Great Basin,44.4821,-121.1937
ORWC,Wallowa County,15,Great Basin,45.3748,-117.2009
UTBR,Bear River Migratory Bird Refuge,15,Great Basin,41.4804,-112.2675
UTFS,Fish Springs N.W.R.,15,Great Basin,39.8107,-113.399
UTJR,Jordan River,15,Great Basin,40.4526,-111.9135
UTLO,Logan,15,Great Basin,41.7993,-111.8333
UTOG,Ogden,15,Great Basin,41.2198,-112.064
UTSL,Salt Lake City,15,Great Basin,40.7695,-111.8884
WASP,Spokane,15,Great Basin,47.7168,-117.4169
WATC,Tri-Cities,15,Great Basin,46.2357,-119.1805
WATO,Toppenish N.W.R.,15,Great Basin,46.3609,-120.4179
WATW,Twisp,15,Great Basin,48.3644,-120.1211
WAWE,Wenatchee,15,Great Basin,47.4551,-120.323
WAWW,Walla Walla,15,Great Basin,46.0667,-118.2333
WAYV,Yakima Valley,15,Great Basin,46.5919,-120.4555
WYAC,Albany County,15,Great Basin,41.2976,-105.5947
WYBH,Bates Hole,15,Great Basin,42.5833,-106.5
WYCA,Casper,15,Great Basin,42.7834,-106.4333
WYEV,Evanston,15,Great Basin,41.4141,-111.0461
WYGR,Green River,15,Great Basin,41.5298,-109.4677
WYLA,Lander,15,Great Basin,42.8168,-108.7168
WYSB,Story-Big Horn,15,Great Basin,44.589,-106.9416
CACB,Centerville Beach to King Salmon,16,Pacific Northwest,40.642,-124.2428
CADN,Del Norte County,16,Pacific Northwest,41.8446,-124.1712
CAET,Etna,16,Pacific Northwest,41.4932,-122.9064
CAMS,Mount Shasta,16,Pacific Northwest,41.5342,-122.4141
CAWC,Willow Creek,16,Pacific Northwest,40.95,-123.6667
ORCB,Coos Bay,16,Pacific Northwest,43.3759,-124.2973
ORCE,Columbia Estuary,16,Pacific Northwest,46.2192,-123.9461
ORCO,Corvallis,16,Pacific Northwest,44.5071,-123.2695
ORDA,Dallas,16,Pacific Northwest,44.8965,-123.3384
OREU,Eugene,16,Pacific Northwest,44.0768,-123.179
ORFL,Florence,16,Pacific Northwest,44.0334,-124.0667
ORGP,Grants Pass,16,Pacific Northwest,42.4186,-123.3669
ORME,Medford,16,Pacific Northwest,42.4026,-122.8559
ORPD,Portland,16,Pacific Northwest,45.5167,-122.7
ORRS,Roseburg-Sutherlin,16,Pacific Northwest,43.3177,-123.3473
ORSA,Salem,16,Pacific Northwest,44.9437,-123.0388
ORSI,Sauvie Island,16,Pacific Northwest,45.7562,-122.8008
ORSL,Silverton,16,Pacific Northwest,44.966,-122.7065
ORTB,Tillamook Bay,16,Pacific Northwest,45.5167,-123.8833
ORUN,Upper Nestucca,16,Pacific Northwest,45.2662,-123.5807
ORYB,Yaquina Bay,16,Pacific Northwest,44.5866,-124.0642
WABG,Bellingham,16,Pacific Northwest,48.8112,-122.5629
WACC,Cowlitz-Columbia,16,Pacific Northwest,46.1092,-122.9787
WAEA,East Lake Washington,16,Pacific Northwest,47.5899,-121.9995
WAED,Edmonds,16,Pacific Northwest,47.8524,-122.2489
WAKA,Kent-Auburn,16,Pacific Northwest,47.3598,-122.1787
WAKC,Kitsap County,16,Pacific Northwest,47.6323,-122.6609
WAOH,Oak Harbor,16,Pacific Northwest,48.2646,-122.6805
WAOL,Olympia,16,Pacific Northwest,47.0722,-122.8533
WAPB,Padilla Bay,16,Pacific Northwest,48.4834,-122.5667
WAPT,Port Townsend,16,Pacific Northwest,48.05,-122.7333
WASB,Skagit Bay,16,Pacific Northwest,48.2973,-122.3879
WASD,Sequim-Dungeness,16,Pacific Northwest,48.1,-123.0667
WASE,Seattle,16,Pacific Northwest,47.6017,-122.3341
WASI,Anacortes-Sidney,16,Pacific Northwest,48.5833,-123.0006
WASJ,San Juan Islands Archipelago,16,Pacific Northwest,48.5462,-123.013
WATA,Tacoma,16,Pacific Northwest,47.2335,-122.5167
CAAA,Auburn,17,Pacific Southwest,38.9758,-121.1438
CAAG,Angwin,17,Pacific Southwest,38.5715,-122.3977
CAAN,A?o Nuevo,17,Pacific Southwest,37.2147,-122.3182
CABA,Bakersfield,17,Pacific Southwest,35.4311,-118.9173
CABE,Benicia,17,Pacific Southwest,38.1143,-122.1094
CABS,Butterbredt Spring,17,Pacific Southwest,35.4103,-118.1426
CACC,Contra Costa County,17,Pacific Southwest,37.9538,-121.9923
CACL,Clear Lake,17,Pacific Southwest,38.9392,-122.7199
CACM,Claremont,17,Pacific Southwest,34.1384,-117.7073
CACO,Chico,17,Pacific Southwest,39.722,-121.8238
CACP,Carrizo Plain,17,Pacific Southwest,35.25,-119.85
CACS,Crystal Springs,17,Pacific Southwest,37.5184,-122.3751
CACW,Caswell-Westley,17,Pacific Southwest,37.6061,-121.174
CAES,Escondido,17,Pacific Southwest,33.1025,-116.9403
CAFO,Folsom,17,Pacific Southwest,38.6618,-121.0974
CAGM,Grass Mountain,17,Pacific Southwest,34.6333,-118.4167
CAHF,Hayward-Fremont,17,Pacific Southwest,37.6068,-122.0667
CAKR,Kern River Valley,17,Pacific Southwest,35.6625,-118.4588
CALA,Los Angeles,17,Pacific Southwest,34.0477,-118.3793
CALB,Long Beach-el Dorado,17,Pacific Southwest,33.8533,-118.0908
CALE,Lewiston,17,Pacific Southwest,40.7167,-122.75
CALH,Lake Henshaw,17,Pacific Southwest,33.2112,-116.7255
CALL,Lost Lake-Fresno,17,Pacific Southwest,36.95,-119.7
CALN,Lancaster,17,Pacific Southwest,34.7043,-118.086
CALR,Lake Almanor,17,Pacific Southwest,40.2833,-121.25
CALS,Los Ba?os,17,Pacific Southwest,37.0612,-120.8849
CALU,La Purisima,17,Pacific Southwest,34.6616,-120.5368
CALW,LaGrange-Waterford,17,Pacific Southwest,37.6531,-120.5876
CAMA,Marysville,17,Pacific Southwest,39.2,-121.5
CAMC,Marin County (southern),17,Pacific Southwest,37.9214,-122.5643
CAMD,Moss Landing,17,Pacific Southwest,36.897,-121.7407
CAMH,Mount Hamilton,17,Pacific Southwest,37.3719,-121.5228
CAMP,Monterey Peninsula,17,Pacific Southwest,36.562,-121.8776
CAMR,Morro Bay,17,Pacific Southwest,35.3,-120.7767
CAMU,Malibu,17,Pacific Southwest,34.0822,-118.7045
CAOA,Oakland,17,Pacific Southwest,37.8146,-122.233
CAOC,Orange County (coastal),17,Pacific Southwest,33.6725,-117.9453
CAON,Orange County (northeastern),17,Pacific Southwest,33.7145,-117.6776
CAOR,Oroville,17,Pacific Southwest,39.5178,-121.5499
CAOV,Oceanside-Vista-Carlsbad,17,Pacific Southwest,33.1903,-117.2796
CAPA,Palo Alto,17,Pacific Southwest,37.4064,-122.1559
CAPC,Putah Creek,17,Pacific Southwest,38.481,-122.0306
CAPP,Palos Verdes Peninsula,17,Pacific Southwest,33.7732,-118.3343
CAPS,Pasadena-San Gabriel Valley,17,Pacific Southwest,34.1199,-118.0913
CAPV,Peace Valley,17,Pacific Southwest,39.1982,-121.8219
CARB,Red Bluff,17,Pacific Southwest,40.2074,-122.2117
CARE,Redding,17,Pacific Southwest,40.6194,-122.4458
CARS,Rancho Santa Fe,17,Pacific Southwest,33.0003,-117.1628
CASA,Santa Ana River Valley,17,Pacific Southwest,33.9068,-117.4889
CASB,Santa Barbara,17,Pacific Southwest,34.4512,-119.7627
CASC,Santa Cruz County,17,Pacific Southwest,37.0162,-122.0499
CASE,South Lake Tahoe,17,Pacific Southwest,38.9412,-120.001
CASF,San Francisco,17,Pacific Southwest,37.7143,-122.4689
CASG,Santa Maria-Guadalupe,17,Pacific Southwest,34.8833,-120.5833
CASJ,San Jose,17,Pacific Southwest,37.4033,-121.8821
CASM,Sacramento,17,Pacific Southwest,38.6,-121.55
CASP,Springville,17,Pacific Southwest,36.1338,-118.813
CASR,Santa Rosa,17,Pacific Southwest,38.4379,-122.7116
CAST,Stockton,17,Pacific Southwest,38.116,-121.3954
CASV,San Fernando Valley,17,Pacific Southwest,34.2358,-118.5025
CATO,Thousand Oaks,17,Pacific Southwest,34.1489,-118.9699
CAUK,Ukiah,17,Pacific Southwest,39.1386,-123.166
CAWB,Wallace-Bellota,17,Pacific Southwest,38.1167,-120.9833
CAWS,Western Sonoma County,17,Pacific Southwest,38.3853,-123.0306
CAYO,Yosemite N.P.,17,Pacific Southwest,37.7166,-119.6662
ALDI,Dauphin Island,3,Southeast,30.3385,-88.1284
ALFM,Fort Morgan,3,Southeast,30.2333,-87.9
CAMN,Manchester,17,Pacific Southwest,39.0347,-123.6897
CASD,San Diego,17,Pacific Southwest,32.6473,-117.117
FLBA,Bradenton,3,Southeast,27.501,-82.5631
FLBI,Biscayne N.P.,3,Southeast,25.4452,-80.241
FLCB,Choctawhatchee Bay,3,Southeast,30.4462,-86.5182
FLCO,Cocoa,3,Southeast,28.3622,-80.7026
FLGC,"Gulf Circle, Manatee County",3,Southeast,27.497,-82.8128
FLKL,Key Largo-Plantation Key,3,Southeast,25.0095,-80.5981
FLLK,Lower Keys-Key Deer N.W.R.,3,Southeast,24.6667,-81.35
FLMI,Merritt Island N.W.R.,3,Southeast,28.6171,-80.6815
FLPE,Pensacola,3,Southeast,30.4474,-87.1548
FLSC,Sanibel-Captiva,3,Southeast,26.4594,-82.1567
FLST,Stuart,3,Southeast,27.2121,-80.2624
GAGC,Glynn County,3,Southeast,31.1128,-81.4261
GASC,St. Catherines Island,1,Northeast,31.6351,-81.1226
MAMA,Marshfield,1,Northeast,42.0973,-70.6537
MAMV,Martha's Vineyard,1,Northeast,41.3571,-70.5207
MANA,Nantucket,1,Northeast,41.2901,-70.0901
MANF,New Bedford,1,Northeast,41.6,-70.8667
MATI,Tuckernuck Islands,1,Northeast,41.2726,-70.3495
MDPL,Point Lookout,2,Mid Atlantic,38.1061,-76.4212
MDST,St. Michaels,2,Mid Atlantic,38.7506,-76.2531
MEDI,Deer Isle,1,Northeast,44.2292,-68.6767
MEEA,Eastport,1,Northeast,44.9059,-66.9852
MEMD,Mount Desert Island,1,Northeast,44.336,-68.3116
MEMJ,Moose Island-Jonesport,1,Northeast,44.5377,-67.6491
MESP,Schoodic Point,1,Northeast,44.4278,-68.1076
NCBP,Bodie-Pea Island,2,Mid Atlantic,35.7824,-75.5458
NCCB,Central Beaufort County,2,Mid Atlantic,35.4719,-76.9344
NCCH,Cape Hatteras,2,Mid Atlantic,35.2188,-75.6067
NCOI,Ocracoke Island,2,Mid Atlantic,35.15,-75.8833
NJBA,Barnegat,2,Mid Atlantic,39.6667,-74.1667
NJSH,Sandy Hook,2,Mid Atlantic,40.47,-74.0031
NYMK,L.I.: Montauk,2,Mid Atlantic,41.05,-72
NYSI,Staten Island,2,Mid Atlantic,40.5833,-74.15
RIBI,Block Island,2,Mid Atlantic,41.2084,-71.5692
SCHH,Hilton Head Island,3,Southeast,32.2,-80.75
TXCT,Coastal Tip,11,Southern Plains,26.0278,-97.2334
TXGA,Galveston,11,Southern Plains,29.3333,-94.8333
TXPA,Port Aransas,11,Southern Plains,27.8502,-97.1
VACI,Chincoteague N.W.R.,2,Mid Atlantic,37.9672,-75.3669
WAGH,Grays Harbor,16,Pacific Northwest,46.9667,-124.05
WALP,Leadbetter Point,16,Pacific Northwest,46.5605,-123.9894